gid,gcode,date,home,away
0029600001,19961101CHIBOS,1996-11-01,BOS,CHI
0029600002,19961101CLENJN,1996-11-01,BKN,CLE
0029600003,19961101MILPHI,1996-11-01,PHI,MIL
0029600004,19961101WASORL,1996-11-01,ORL,WAS
0029600005,19961101ATLMIA,1996-11-01,MIA,ATL
0029600006,19961101NYKTOR,1996-11-01,TOR,NYK
0029600007,19961101INDDET,1996-11-01,DET,IND
0029600008,19961101SASMIN,1996-11-01,MIN,SAS
0029600009,19961101SACHOU,1996-11-01,HOU,SAC
0029600010,19961101DALDEN,1996-11-01,DEN,DAL
0029600011,19961101SEAUTA,1996-11-01,UTA,OKC
0029600012,19961101PHXLAL,1996-11-01,LAL,PHX
0029600013,19961101LACGSW,1996-11-01,GSW,LAC
0029600014,19961101PORVAN,1996-11-01,MEM,POR
0029600015,19961102CLEWAS,1996-11-02,WAS,CLE
0029600016,19961102TORCHH,1996-11-02,NOP,TOR
0029600017,19961102DETATL,1996-11-02,ATL,DET
0029600018,19961102MIAIND,1996-11-02,IND,MIA
0029600019,19961102PHICHI,1996-11-02,CHI,PHI
0029600020,19961102BOSMIL,1996-11-02,MIL,BOS
0029600021,19961102SACDAL,1996-11-02,DAL,SAC
0029600022,19961102HOUPHX,1996-11-02,PHX,HOU
0029600023,19961102UTALAC,1996-11-02,LAC,UTA
0029600024,19961102PORSEA,1996-11-02,OKC,POR
0029600025,19961103CHHNYK,1996-11-03,NYK,NOP
0029600026,19961103DENSAS,1996-11-03,SAS,DEN
0029600027,19961103MINLAL,1996-11-03,LAL,MIN
0029600028,19961103GSWVAN,1996-11-03,MEM,GSW
0029600029,19961104HOUUTA,1996-11-04,UTA,HOU
0029600030,19961104ATLPOR,1996-11-04,POR,ATL
0029600031,19961105LALNYK,1996-11-05,NYK,LAL
0029600032,19961105DETPHI,1996-11-05,PHI,DET
0029600033,19961105DALTOR,1996-11-05,TOR,DAL
0029600034,19961105SASCLE,1996-11-05,CLE,SAS
0029600035,19961105VANCHI,1996-11-05,CHI,MEM
0029600036,19961105LACDEN,1996-11-05,DEN,LAC
0029600037,19961105MINPHX,1996-11-05,PHX,MIN
0029600038,19961105PORGSW,1996-11-05,GSW,POR
0029600039,19961105HOUSAC,1996-11-05,SAC,HOU
0029600040,19961105ATLSEA,1996-11-05,OKC,ATL
0029600041,19961106INDBOS,1996-11-06,BOS,IND
0029600042,19961106SASWAS,1996-11-06,WAS,SAS
0029600043,19961106CHIMIA,1996-11-06,MIA,CHI
0029600044,19961106LALCHH,1996-11-06,NOP,LAL
0029600045,19961106DALDET,1996-11-06,DET,DAL
0029600046,19961106VANMIL,1996-11-06,MIL,MEM
0029600047,19961107ORLNJN,1996-11-07,BKN,ORL
0029600048,19961107HOUDEN,1996-11-07,DEN,HOU
0029600049,19961107SEAPHX,1996-11-07,PHX,OKC
0029600050,19961107NYKGSW,1996-11-07,GSW,NYK
0029600051,19961107ATLSAC,1996-11-07,SAC,ATL
0029600052,19961107MINPOR,1996-11-07,POR,MIN
0029600053,19961108PHIBOS,1996-11-08,BOS,PHI
0029600054,19961108CHHWAS,1996-11-08,WAS,NOP
0029600055,19961108NJNORL,1996-11-08,ORL,BKN
0029600056,19961108MILMIA,1996-11-08,MIA,MIL
0029600057,19961108LALTOR,1996-11-08,TOR,LAL
0029600058,19961108VANCLE,1996-11-08,CLE,MEM
0029600059,19961108CHIDET,1996-11-08,DET,CHI
0029600060,19961108SEASAS,1996-11-08,SAS,OKC
0029600061,19961108GSWDEN,1996-11-08,DEN,GSW
0029600062,19961108NYKLAC,1996-11-08,LAC,NYK
0029600063,19961109PHXPHI,1996-11-09,PHI,PHX
0029600064,19961109MILCHH,1996-11-09,NOP,MIL
0029600065,19961109WASIND,1996-11-09,IND,WAS
0029600066,19961109BOSCHI,1996-11-09,CHI,BOS
0029600067,19961109MIADAL,1996-11-09,DAL,MIA
0029600068,19961109UTAHOU,1996-11-09,HOU,UTA
0029600069,19961109PORSAC,1996-11-09,SAC,POR
0029600070,19961110DENCLE,1996-11-10,CLE,DEN
0029600071,19961110MINLAC,1996-11-10,LAC,MIN
0029600072,19961110ATLLAL,1996-11-10,LAL,ATL
0029600073,19961110SASPOR,1996-11-10,POR,SAS
0029600074,19961110NYKVAN,1996-11-10,MEM,NYK
0029600075,19961111DENTOR,1996-11-11,TOR,DEN
0029600076,19961111PHXCHI,1996-11-11,CHI,PHX
0029600077,19970407SASUTA,1997-04-07,UTA,SAS
0029600078,19961111SEASAC,1996-11-11,SAC,OKC
0029600079,19961112PHINYK,1996-11-12,NYK,PHI
0029600080,19961112DETWAS,1996-11-12,WAS,DET
0029600081,19961112CHHMIA,1996-11-12,MIA,NOP
0029600082,19961112CLEATL,1996-11-12,ATL,CLE
0029600083,19961112PHXMIL,1996-11-12,MIL,PHX
0029600084,19961112PORMIN,1996-11-12,MIN,POR
0029600085,19961112INDDAL,1996-11-12,DAL,IND
0029600086,19961112LALHOU,1996-11-12,HOU,LAL
0029600087,19961112GSWSEA,1996-11-12,OKC,GSW
0029600088,19961112LACVAN,1996-11-12,MEM,LAC
0029600089,19961113ATLBOS,1996-11-13,BOS,ATL
0029600090,19961113WASNJN,1996-11-13,BKN,WAS
0029600091,19961113PHITOR,1996-11-13,TOR,PHI
0029600092,19961113PORCLE,1996-11-13,CLE,POR
0029600093,19961113DENDET,1996-11-13,DET,DEN
0029600094,19961113MIACHI,1996-11-13,CHI,MIA
0029600095,19961113LALSAS,1996-11-13,SAS,LAL
0029600096,19961113SACUTA,1996-11-13,UTA,SAC
0029600097,19961114TORNYK,1996-11-14,NYK,TOR
0029600098,19961114CHHORL,1996-11-14,ORL,NOP
0029600099,19961114DALMIN,1996-11-14,MIN,DAL
0029600100,19961114INDHOU,1996-11-14,HOU,IND
0029600101,19961114SEALAC,1996-11-14,LAC,OKC
0029600102,19961114MILGSW,1996-11-14,GSW,MIL
0029600103,19961114PHXVAN,1996-11-14,MEM,PHX
0029600104,19961115DENBOS,1996-11-15,BOS,DEN
0029600105,19961115PORNJN,1996-11-15,BKN,POR
0029600106,19961115CLEPHI,1996-11-15,PHI,CLE
0029600107,19961115CHICHH,1996-11-15,NOP,CHI
0029600108,19961115MIAATL,1996-11-15,ATL,MIA
0029600109,19961115WASDET,1996-11-15,DET,WAS
0029600110,19961115INDSAS,1996-11-15,SAS,IND
0029600111,19961115VANUTA,1996-11-15,UTA,MEM
0029600112,19961115LACLAL,1996-11-15,LAL,LAC
0029600113,19961115MILSAC,1996-11-15,SAC,MIL
0029600114,19961116MINNYK,1996-11-16,NYK,MIN
0029600115,19961116DENNJN,1996-11-16,BKN,DEN
0029600116,19961116BOSWAS,1996-11-16,WAS,BOS
0029600117,19961116TORORL,1996-11-16,ORL,TOR
0029600118,19961116PHIMIA,1996-11-16,MIA,PHI
0029600119,19961116DETCLE,1996-11-16,CLE,DET
0029600120,19961116ATLCHI,1996-11-16,CHI,ATL
0029600121,19961116UTADAL,1996-11-16,DAL,UTA
0029600122,19961116GSWHOU,1996-11-16,HOU,GSW
0029600123,19961116SACSEA,1996-11-16,OKC,SAC
0029600124,19961117PORIND,1996-11-17,IND,POR
0029600125,19961117GSWSAS,1996-11-17,SAS,GSW
0029600126,19961117LALPHX,1996-11-17,PHX,LAL
0029600127,19961117MILLAC,1996-11-17,LAC,MIL
0029600128,19961117VANSEA,1996-11-17,OKC,MEM
0029600129,19961118SACVAN,1996-11-18,MEM,SAC
0029600130,19961119NYKORL,1996-11-19,ORL,NYK
0029600131,19961119SEATOR,1996-11-19,TOR,OKC
0029600132,19961119ATLCLE,1996-11-19,CLE,ATL
0029600133,19961119DALMIL,1996-11-19,MIL,DAL
0029600134,19961119MINHOU,1996-11-19,HOU,MIN
0029600135,19961119MIADEN,1996-11-19,DEN,MIA
0029600136,19961119LALGSW,1996-11-19,GSW,LAL
0029600137,19961119SACPOR,1996-11-19,POR,SAC
0029600138,19961120DETBOS,1996-11-20,BOS,DET
0029600139,19961120INDPHI,1996-11-20,PHI,IND
0029600140,19961120SEAWAS,1996-11-20,WAS,OKC
0029600141,19961120NYKCHH,1996-11-20,NOP,NYK
0029600142,19961120LACSAS,1996-11-20,SAS,LAC
0029600143,19961120CHIPHX,1996-11-20,PHX,CHI
0029600144,19961120UTALAL,1996-11-20,LAL,UTA
0029600145,19961120MIAVAN,1996-11-20,MEM,MIA
0029600146,19961121MINORL,1996-11-21,ORL,MIN
0029600147,19961121CLETOR,1996-11-21,TOR,CLE
0029600148,19961121NJNDET,1996-11-21,DET,BKN
0029600149,19961121CHHIND,1996-11-21,IND,NOP
0029600150,19961121ATLMIL,1996-11-21,MIL,ATL
0029600151,19961121LACDAL,1996-11-21,DAL,LAC
0029600152,19961121PHXHOU,1996-11-21,HOU,PHX
0029600153,19961121CHIDEN,1996-11-21,DEN,CHI
0029600154,19961121GSWUTA,1996-11-21,UTA,GSW
0029600155,19961122SEABOS,1996-11-22,BOS,OKC
0029600156,19961122PHIWAS,1996-11-22,WAS,PHI
0029600157,19961122SASLAL,1996-11-22,LAL,SAS
0029600158,19961122MIASAC,1996-11-22,SAC,MIA
0029600159,19961123DALNJN,1996-11-23,BKN,DAL
0029600160,19961123NYKPHI,1996-11-23,PHI,NYK
0029600161,19961123DETCHH,1996-11-23,NOP,DET
0029600162,19961123ATLTOR,1996-11-23,TOR,ATL
0029600163,19961123ORLIND,1996-11-23,IND,ORL
0029600164,19961123WASMIL,1996-11-23,MIL,WAS
0029600165,19961123LACMIN,1996-11-23,MIN,LAC
0029600166,19961123CHIUTA,1996-11-23,UTA,CHI
0029600167,19961123HOUGSW,1996-11-23,GSW,HOU
0029600168,19961123DENPOR,1996-11-23,POR,DEN
0029600169,19961124DALBOS,1996-11-24,BOS,DAL
0029600170,19961124SEANYK,1996-11-24,NYK,OKC
0029600171,19961124SACCLE,1996-11-24,CLE,SAC
0029600172,19961124MIAPHX,1996-11-24,PHX,MIA
0029600173,19961124HOULAL,1996-11-24,LAL,HOU
0029600174,19961124SASVAN,1996-11-24,MEM,SAS
0029600175,19961125MINWAS,1996-11-25,WAS,MIN
0029600176,19961125MILORL,1996-11-25,ORL,MIL
0029600177,19961125NJNUTA,1996-11-25,UTA,BKN
0029600178,19961125CHILAC,1996-11-25,LAC,CHI
0029600179,19961126LALPHI,1996-11-26,PHI,LAL
0029600180,19961126SEACHH,1996-11-26,NOP,OKC
0029600181,19961126VANATL,1996-11-26,ATL,MEM
0029600182,19961126SACTOR,1996-11-26,TOR,SAC
0029600183,19961126SASDAL,1996-11-26,DAL,SAS
0029600184,19961126PORHOU,1996-11-26,HOU,POR
0029600185,19961126PHXDEN,1996-11-26,DEN,PHX
0029600186,19961126MIAGSW,1996-11-26,GSW,MIA
0029600187,19961127LALBOS,1996-11-27,BOS,LAL
0029600188,19961127ATLORL,1996-11-27,ORL,ATL
0029600189,19961127CHHTOR,1996-11-27,TOR,NOP
0029600190,19961127VANDET,1996-11-27,DET,MEM
0029600191,19961127CLEMIL,1996-11-27,MIL,CLE
0029600192,19961127SEAMIN,1996-11-27,MIN,OKC
0029600193,19961127PORSAS,1996-11-27,SAS,POR
0029600194,19961127DENUTA,1996-11-27,UTA,DEN
0029600195,19961127NJNPHX,1996-11-27,PHX,BKN
0029600196,19961127MIALAC,1996-11-27,LAC,MIA
0029600197,19961128SACIND,1996-11-28,IND,SAC
0029600198,19961128NJNGSW,1996-11-28,GSW,BKN
0029600199,19961129HOUBOS,1996-11-29,BOS,HOU
0029600200,19961129ORLPHI,1996-11-29,PHI,ORL
0029600201,19961129WASATL,1996-11-29,ATL,WAS
0029600202,19961129LALDET,1996-11-29,DET,LAL
0029600203,19961129VANIND,1996-11-29,IND,MEM
0029600204,19961129CHIDAL,1996-11-29,DAL,CHI
0029600205,19961129MINDEN,1996-11-29,DEN,MIN
0029600206,19961129LACUTA,1996-11-29,UTA,LAC
0029600207,19961129GSWPOR,1996-11-29,POR,GSW
0029600208,19961129PHXSEA,1996-11-29,OKC,PHX
0029600209,19961130SACNYK,1996-11-30,NYK,SAC
0029600210,19961130VANPHI,1996-11-30,PHI,MEM
0029600211,19961130HOUWAS,1996-11-30,WAS,HOU
0029600212,19961130BOSMIA,1996-11-30,MIA,BOS
0029600213,19961130ORLCLE,1996-11-30,CLE,ORL
0029600214,19961130CHHMIL,1996-11-30,MIL,NOP
0029600215,19961130TORMIN,1996-11-30,MIN,TOR
0029600216,19961130CHISAS,1996-11-30,SAS,CHI
0029600217,19961130NJNLAC,1996-11-30,LAC,BKN
0029600218,19961201SACDET,1996-12-01,DET,SAC
0029600219,19961201DENLAL,1996-12-01,LAL,DEN
0029600220,19961201PORGSW,1996-12-01,GSW,POR
0029600221,19961201UTASEA,1996-12-01,OKC,UTA
0029600222,19961202DALORL,1996-12-02,ORL,DAL
0029600223,19961202HOUTOR,1996-12-02,TOR,HOU
0029600224,19961202CHHUTA,1996-12-02,UTA,NOP
0029600225,19961203MIANYK,1996-12-03,NYK,MIA
0029600226,19961203BOSATL,1996-12-03,ATL,BOS
0029600227,19961203TORCLE,1996-12-03,CLE,TOR
0029600228,19961203CHIMIL,1996-12-03,MIL,CHI
0029600229,19961203SACMIN,1996-12-03,MIN,SAC
0029600230,19961203CHHLAC,1996-12-03,LAC,NOP
0029600231,19961203SEALAL,1996-12-03,LAL,OKC
0029600232,19961203DENGSW,1996-12-03,GSW,DEN
0029600233,19961203INDPOR,1996-12-03,POR,IND
0029600234,19961204NYKNJN,1996-12-04,BKN,NYK
0029600235,19961204CLEORL,1996-12-04,ORL,CLE
0029600236,19961204DALMIA,1996-12-04,MIA,DAL
0029600237,19961204ATLDET,1996-12-04,DET,ATL
0029600238,19961204BOSHOU,1996-12-04,HOU,BOS
0029600239,19961204PHISAS,1996-12-04,SAS,PHI
0029600240,19961204LALUTA,1996-12-04,UTA,LAL
0029600241,19961204GSWPHX,1996-12-04,PHX,GSW
0029600242,19961204INDVAN,1996-12-04,MEM,IND
0029600243,19961205WASTOR,1996-12-05,TOR,WAS
0029600244,19961205LACCHI,1996-12-05,CHI,LAC
0029600245,19961205PHIDAL,1996-12-05,DAL,PHI
0029600246,19961205PORDEN,1996-12-05,DEN,POR
0029600247,19961205MINSEA,1996-12-05,OKC,MIN
0029600248,19961206NJNBOS,1996-12-06,BOS,BKN
0029600249,19961206NYKMIA,1996-12-06,MIA,NYK
0029600250,19961206CLEDET,1996-12-06,DET,CLE
0029600251,19961206VANSAS,1996-12-06,SAS,MEM
0029600252,19961206MINUTA,1996-12-06,UTA,MIN
0029600253,19961206ORLLAL,1996-12-06,LAL,ORL
0029600254,19961206INDGSW,1996-12-06,GSW,IND
0029600255,19961206PHXSAC,1996-12-06,SAC,PHX
0029600256,19961206CHHPOR,1996-12-06,POR,NOP
0029600257,19961207LACNYK,1996-12-07,NYK,LAC
0029600258,19961207DETNJN,1996-12-07,BKN,DET
0029600259,19961207MILWAS,1996-12-07,WAS,MIL
0029600260,19961207TORATL,1996-12-07,ATL,TOR
0029600261,19961207MIACHI,1996-12-07,CHI,MIA
0029600262,19961207VANDAL,1996-12-07,DAL,MEM
0029600263,19961207PHIHOU,1996-12-07,HOU,PHI
0029600264,19961207UTADEN,1996-12-07,DEN,UTA
0029600265,19961207CHHSEA,1996-12-07,OKC,NOP
0029600266,19961208CHITOR,1996-12-08,TOR,CHI
0029600267,19961208LACCLE,1996-12-08,CLE,LAC
0029600268,19961208BOSMIL,1996-12-08,MIL,BOS
0029600269,19961208INDPHX,1996-12-08,PHX,IND
0029600270,19961208MINLAL,1996-12-08,LAL,MIN
0029600271,19961208SASGSW,1996-12-08,GSW,SAS
0029600272,19961208ORLSAC,1996-12-08,SAC,ORL
0029600273,19961209SEAPHI,1996-12-09,PHI,OKC
0029600274,19961209CHHVAN,1996-12-09,MEM,NOP
0029600275,19961210WASNYK,1996-12-10,NYK,WAS
0029600276,19961210DENATL,1996-12-10,ATL,DEN
0029600277,19961210GSWTOR,1996-12-10,TOR,GSW
0029600278,19961210MIACLE,1996-12-10,CLE,MIA
0029600279,19961210DETMIL,1996-12-10,MIL,DET
0029600280,19961210HOUMIN,1996-12-10,MIN,HOU
0029600281,19961210INDUTA,1996-12-10,UTA,IND
0029600282,19961210SASPHX,1996-12-10,PHX,SAS
0029600283,19961210DALLAC,1996-12-10,LAC,DAL
0029600284,19961210LALSAC,1996-12-10,SAC,LAL
0029600285,19961210ORLPOR,1996-12-10,POR,ORL
0029600286,19961211TORBOS,1996-12-11,BOS,TOR
0029600287,19961211SEANJN,1996-12-11,BKN,OKC
0029600288,19961211MIAPHI,1996-12-11,PHI,MIA
0029600289,19961211CLEWAS,1996-12-11,WAS,CLE
0029600290,19961211DENCHH,1996-12-11,NOP,DEN
0029600291,19961211MINCHI,1996-12-11,CHI,MIN
0029600292,19961211INDLAL,1996-12-11,LAL,IND
0029600293,19961212GSWNYK,1996-12-12,NYK,GSW
0029600294,19961212SEAMIL,1996-12-12,MIL,OKC
0029600295,19961212DETHOU,1996-12-12,HOU,DET
0029600296,19961212PHXUTA,1996-12-12,UTA,PHX
0029600297,19961212SASLAC,1996-12-12,LAC,SAS
0029600298,19961212DALSAC,1996-12-12,SAC,DAL
0029600299,19961212VANPOR,1996-12-12,POR,MEM
0029600300,19961213CHINJN,1996-12-13,BKN,CHI
0029600301,19961213DENWAS,1996-12-13,WAS,DEN
0029600302,19961213PHICHH,1996-12-13,NOP,PHI
0029600303,19961213GSWCLE,1996-12-13,CLE,GSW
0029600304,19961213BOSIND,1996-12-13,IND,BOS
0029600305,19961213PHXMIN,1996-12-13,MIN,PHX
0029600306,19961213PORLAL,1996-12-13,LAL,POR
0029600307,19961213ORLVAN,1996-12-13,MEM,ORL
0029600308,19961214DENNYK,1996-12-14,NYK,DEN
0029600309,19961214TORMIA,1996-12-14,MIA,TOR
0029600310,19961214PHIATL,1996-12-14,ATL,PHI
0029600311,19961214CHHCHI,1996-12-14,CHI,NOP
0029600312,19961214NJNMIL,1996-12-14,MIL,BKN
0029600313,19961214CLEMIN,1996-12-14,MIN,CLE
0029600314,19961214DALSAS,1996-12-14,SAS,DAL
0029600315,19961214ORLUTA,1996-12-14,UTA,ORL
0029600316,19961214SACLAC,1996-12-14,LAC,SAC
0029600317,19961214HOUSEA,1996-12-14,OKC,HOU
0029600318,19961215BOSDET,1996-12-15,DET,BOS
0029600319,19961215VANPHX,1996-12-15,PHX,MEM
0029600320,19961215WASGSW,1996-12-15,GSW,WAS
0029600321,19961215HOUPOR,1996-12-15,POR,HOU
0029600322,19961216MILBOS,1996-12-16,BOS,MIL
0029600323,19961216DETTOR,1996-12-16,TOR,DET
0029600324,19961216PHXLAC,1996-12-16,LAC,PHX
0029600325,19961216WASSAC,1996-12-16,SAC,WAS
0029600326,19961217UTANYK,1996-12-17,NYK,UTA
0029600327,19961217TORNJN,1996-12-17,BKN,TOR
0029600328,19961217CHHPHI,1996-12-17,PHI,NOP
0029600329,19961217INDMIA,1996-12-17,MIA,IND
0029600330,19961217LALCHI,1996-12-17,CHI,LAL
0029600331,19961217ATLDAL,1996-12-17,DAL,ATL
0029600332,19961217GSWSEA,1996-12-17,OKC,GSW
0029600333,19961217HOUVAN,1996-12-17,MEM,HOU
0029600334,19961218INDORL,1996-12-18,ORL,IND
0029600335,19961218NJNCLE,1996-12-18,CLE,BKN
0029600336,19961218NYKDET,1996-12-18,DET,NYK
0029600337,19961218LALMIL,1996-12-18,MIL,LAL
0029600338,19961218SACDEN,1996-12-18,DEN,SAC
0029600339,19961218WASPHX,1996-12-18,PHX,WAS
0029600340,19961218MINGSW,1996-12-18,GSW,MIN
0029600341,19961218SEAPOR,1996-12-18,POR,OKC
0029600342,19961219UTAMIA,1996-12-19,MIA,UTA
0029600343,19961219CHICHH,1996-12-19,NOP,CHI
0029600344,19961219MILTOR,1996-12-19,TOR,MIL
0029600345,19961219SASHOU,1996-12-19,HOU,SAS
0029600346,19961219WASLAC,1996-12-19,LAC,WAS
0029600347,19961219MINSAC,1996-12-19,SAC,MIN
0029600348,19961219DALVAN,1996-12-19,MEM,DAL
0029600349,19961220NYKPHI,1996-12-20,PHI,NYK
0029600350,19961220UTAORL,1996-12-20,ORL,UTA
0029600351,19961220NJNATL,1996-12-20,ATL,BKN
0029600352,19961220TORCLE,1996-12-20,CLE,TOR
0029600353,19961220DETIND,1996-12-20,IND,DET
0029600354,19961220VANDEN,1996-12-20,DEN,MEM
0029600355,19961220DALPOR,1996-12-20,POR,DAL
0029600356,19961220LACSEA,1996-12-20,OKC,LAC
0029600357,19961221DETNYK,1996-12-21,NYK,DET
0029600358,19961221BOSNJN,1996-12-21,BKN,BOS
0029600359,19961221CHIPHI,1996-12-21,PHI,CHI
0029600360,19961221ATLCHH,1996-12-21,NOP,ATL
0029600361,19961221ORLMIL,1996-12-21,MIL,ORL
0029600362,19961221LALMIN,1996-12-21,MIN,LAL
0029600363,19961221MIAHOU,1996-12-21,HOU,MIA
0029600364,19961221PHXSAS,1996-12-21,SAS,PHX
0029600365,19961221PORSAC,1996-12-21,SAC,POR
0029600366,19961222CHHBOS,1996-12-22,BOS,NOP
0029600367,19961222UTACLE,1996-12-22,CLE,UTA
0029600368,19961222TORIND,1996-12-22,IND,TOR
0029600369,19961222LACGSW,1996-12-22,GSW,LAC
0029600370,19961222DALSEA,1996-12-22,OKC,DAL
0029600371,19961222WASVAN,1996-12-22,MEM,WAS
0029600372,19961223ATLNYK,1996-12-23,NYK,ATL
0029600373,19961223CLEORL,1996-12-23,ORL,CLE
0029600374,19961223NJNCHI,1996-12-23,CHI,BKN
0029600375,19961223UTAMIN,1996-12-23,MIN,UTA
0029600376,19961223MILHOU,1996-12-23,HOU,MIL
0029600377,19961223MIASAS,1996-12-23,SAS,MIA
0029600378,19961223DENPHX,1996-12-23,PHX,DEN
0029600379,19961223LACSAC,1996-12-23,SAC,LAC
0029600380,19961223WASPOR,1996-12-23,POR,WAS
0029600381,19961225DETCHI,1996-12-25,CHI,DET
0029600382,19961225LALPHX,1996-12-25,PHX,LAL
0029600383,19961226ORLMIA,1996-12-26,MIA,ORL
0029600384,19961226CHIATL,1996-12-26,ATL,CHI
0029600385,19961226NJNTOR,1996-12-26,TOR,BKN
0029600386,19961226INDDET,1996-12-26,DET,IND
0029600387,19961226HOUMIL,1996-12-26,MIL,HOU
0029600388,19961226NYKMIN,1996-12-26,MIN,NYK
0029600389,19961226GSWDAL,1996-12-26,DAL,GSW
0029600390,19961226PHIDEN,1996-12-26,DEN,PHI
0029600391,19961226PORUTA,1996-12-26,UTA,POR
0029600392,19961226VANSAC,1996-12-26,SAC,MEM
0029600393,19961226SASSEA,1996-12-26,OKC,SAS
0029600394,19961227INDNJN,1996-12-27,BKN,IND
0029600395,19961227TORWAS,1996-12-27,WAS,TOR
0029600396,19961227MIACHH,1996-12-27,NOP,MIA
0029600397,19961227MILCLE,1996-12-27,CLE,MIL
0029600398,19961227PORLAC,1996-12-27,LAC,POR
0029600399,19961227BOSLAL,1996-12-27,LAL,BOS
0029600400,19961228ORLNYK,1996-12-28,NYK,ORL
0029600401,19961228ATLWAS,1996-12-28,WAS,ATL
0029600402,19961228CHHDET,1996-12-28,DET,NOP
0029600403,19961228CLECHI,1996-12-28,CHI,CLE
0029600404,19961228DENMIN,1996-12-28,MIN,DEN
0029600405,19961228SEADAL,1996-12-28,DAL,OKC
0029600406,19961228GSWHOU,1996-12-28,HOU,GSW
0029600407,19961228PHIUTA,1996-12-28,UTA,PHI
0029600408,19961228BOSSAC,1996-12-28,SAC,BOS
0029600409,19961228PHXVAN,1996-12-28,MEM,PHX
0029600410,19961229NJNIND,1996-12-29,IND,BKN
0029600411,19961229MIAMIL,1996-12-29,MIL,MIA
0029600412,19961229PHILAL,1996-12-29,LAL,PHI
0029600413,19961229SASPOR,1996-12-29,POR,SAS
0029600414,19961230NJNNYK,1996-12-30,NYK,BKN
0029600415,19961230CHHWAS,1996-12-30,WAS,NOP
0029600416,19961230MINCLE,1996-12-30,CLE,MIN
0029600417,19961230ORLDET,1996-12-30,DET,ORL
0029600418,19961230INDCHI,1996-12-30,CHI,IND
0029600419,19961230SEAHOU,1996-12-30,HOU,OKC
0029600420,19961230BOSDEN,1996-12-30,DEN,BOS
0029600421,19961230SACPHX,1996-12-30,PHX,SAC
0029600422,19961230UTALAC,1996-12-30,LAC,UTA
0029600423,19961230SASVAN,1996-12-30,MEM,SAS
0029600424,19970102NYKWAS,1997-01-02,WAS,NYK
0029600425,19970102TORORL,1997-01-02,ORL,TOR
0029600426,19970102NJNMIA,1997-01-02,MIA,BKN
0029600427,19970102DALCHH,1997-01-02,NOP,DAL
0029600428,19970102PHXCLE,1997-01-02,CLE,PHX
0029600429,19970102BOSDET,1997-01-02,DET,BOS
0029600430,19970102PORHOU,1997-01-02,HOU,POR
0029600431,19970102UTASAS,1997-01-02,SAS,UTA
0029600432,19970102LALSAC,1997-01-02,SAC,LAL
0029600433,19970102PHISEA,1997-01-02,OKC,PHI
0029600434,19970103MINBOS,1997-01-03,BOS,MIN
0029600435,19970103ATLNJN,1997-01-03,BKN,ATL
0029600436,19970103PHXIND,1997-01-03,IND,PHX
0029600437,19970103ORLCHI,1997-01-03,CHI,ORL
0029600438,19970103SASDEN,1997-01-03,DEN,SAS
0029600439,19970103SACLAL,1997-01-03,LAL,SAC
0029600440,19970103PHIGSW,1997-01-03,GSW,PHI
0029600441,19970103SEAVAN,1997-01-03,MEM,OKC
0029600442,19970104WASCHH,1997-01-04,NOP,WAS
0029600443,19970104NYKATL,1997-01-04,ATL,NYK
0029600444,19970104INDCLE,1997-01-04,CLE,IND
0029600445,19970104TORDET,1997-01-04,DET,TOR
0029600446,19970104MINMIL,1997-01-04,MIL,MIN
0029600447,19970104PORDAL,1997-01-04,DAL,POR
0029600448,19970104LACHOU,1997-01-04,HOU,LAC
0029600449,19970104MIAUTA,1997-01-04,UTA,MIA
0029600450,19970105PHXBOS,1997-01-05,BOS,PHX
0029600451,19970105MILNYK,1997-01-05,NYK,MIL
0029600452,19970105LACSAS,1997-01-05,SAS,LAC
0029600453,19970105PHISAC,1997-01-05,SAC,PHI
0029600454,19970105LALVAN,1997-01-05,MEM,LAL
0029600455,19970106UTACHI,1997-01-06,CHI,UTA
0029600456,19970106CHHGSW,1997-01-06,GSW,NOP
0029600457,19970106LALPOR,1997-01-06,POR,LAL
0029600458,19970107DALNYK,1997-01-07,NYK,DAL
0029600459,19970107SASNJN,1997-01-07,BKN,SAS
0029600460,19970107PHIORL,1997-01-07,ORL,PHI
0029600461,19970107PHXATL,1997-01-07,ATL,PHX
0029600462,19970107LACTOR,1997-01-07,TOR,LAC
0029600463,19970107MILDET,1997-01-07,DET,MIL
0029600464,19970107CLEIND,1997-01-07,IND,CLE
0029600465,19970107HOUMIN,1997-01-07,MIN,HOU
0029600466,19970107DENSAC,1997-01-07,SAC,DEN
0029600467,19970107MIASEA,1997-01-07,OKC,MIA
0029600468,19970108SASBOS,1997-01-08,BOS,SAS
0029600469,19970108DALPHI,1997-01-08,PHI,DAL
0029600470,19970108PHXWAS,1997-01-08,WAS,PHX
0029600471,19970108HOUCLE,1997-01-08,CLE,HOU
0029600472,19970108UTAMIL,1997-01-08,MIL,UTA
0029600473,19970108SEADEN,1997-01-08,DEN,OKC
0029600474,19970108CHHLAL,1997-01-08,LAL,NOP
0029600475,19970108VANGSW,1997-01-08,GSW,MEM
0029600476,19970108MIAPOR,1997-01-08,POR,MIA
0029600477,19970109MINNJN,1997-01-09,BKN,MIN
0029600478,19970109ATLORL,1997-01-09,ORL,ATL
0029600479,19970109UTATOR,1997-01-09,TOR,UTA
0029600480,19970109GSWVAN,1997-01-09,MEM,GSW
